opportunity_id,account_id,rep_id,opportunity_name,stage,product_id,amount,probability,expected_revenue,close_date,created_date,last_modified_date,days_in_stage,previous_stage,lead_source
OPP-3099,ACC-2092,REP-1006,User-friendly composite implementation - Managed Services,Qualification,PROD-005,40794.73,25,10198.68,2025-12-28 15:22:33.854950,2025-11-11 15:19:46,2025-11-11 15:22:33.855245,46,Prospecting,Referral
OPP-3100,ACC-2046,REP-1007,Expanded dynamic service-desk - Managed Services,Negotiation,PROD-005,86965.67,75,65224.25,2025-12-06 15:22:33.855395,2025-11-11 15:18:10,2025-11-11 15:22:33.855723,58,Proposal,Cold Call
OPP-3101,ACC-2049,REP-1002,Seamless multimedia Graphic Interface - Cloud Connect,Negotiation,PROD-004,61295.04,75,45971.28,2025-12-06 15:22:33.855885,2025-11-11 15:16:52,2025-11-11 15:22:33.856207,51,Proposal,Partner
OPP-3102,ACC-2081,REP-1006,Fundamental next generation moderator - Dark Fiber,Qualification,PROD-002,113788.87,25,28447.22,2025-12-04 15:22:33.856367,2025-11-11 15:16:45,2025-11-11 15:22:33.856673,16,Prospecting,Referral
OPP-3103,ACC-2001,REP-1002,Digitized bifurcated complexity - Ethernet,Qualification,PROD-003,6454.09,25,1613.52,2026-01-02 15:22:33.856830,2025-11-11 15:21:25,2025-11-11 15:22:33.857156,37,Prospecting,Website
OPP-3104,ACC-2029,REP-1003,Programmable methodical productivity - Ethernet,Negotiation,PROD-003,4934.13,75,3700.6,2026-01-19 15:22:33.857340,2025-11-11 15:18:32,2025-11-11 15:22:33.857654,32,Proposal,Referral
OPP-3105,ACC-2032,REP-1002,Decentralized bi-directional hierarchy - Dark Fiber,Qualification,PROD-002,219228.71,25,54807.18,2025-12-10 15:22:33.857823,2025-11-11 15:19:53,2025-11-11 15:22:33.858152,44,Prospecting,Cold Call
OPP-3106,ACC-2008,REP-1007,Grass-roots regional application - Managed Services,Closed Won,PROD-005,94280.31,100,94280.31,2026-02-01 15:16:47.000000,2025-11-11 15:16:47,2025-11-11 15:22:33.858640,25,Negotiation,Website
OPP-3107,ACC-2073,REP-1007,Monitored maximized support - Ethernet,Prospecting,PROD-003,13315.21,10,1331.52,2026-01-31 15:22:33.858792,2025-11-11 15:21:06,2025-11-11 15:22:33.859091,11,,Referral
OPP-3108,ACC-2084,REP-1000,Right-sized cohesive hub - Ethernet,Qualification,PROD-003,11594.55,25,2898.64,2026-01-11 15:22:33.859243,2025-11-11 15:21:57,2025-11-11 15:22:33.859539,17,Prospecting,Referral
OPP-3109,ACC-2026,REP-1006,Open-architected actuating structure - Cloud Connect,Negotiation,PROD-004,17873.58,75,13405.18,2025-11-30 15:22:33.859691,2025-11-11 15:19:42,2025-11-11 15:22:33.859997,58,Proposal,Website
OPP-3110,ACC-2046,REP-1002,Digitized high-level challenge - Cloud Connect,Qualification,PROD-004,12191.7,25,3047.93,2025-12-10 15:22:33.860158,2025-11-11 15:16:59,2025-11-11 15:22:33.860491,40,Prospecting,Cold Call
OPP-3111,ACC-2010,REP-1006,Customer-focused grid-enabled monitoring - Ethernet,Proposal,PROD-003,12430.3,50,6215.15,2025-12-16 15:22:33.860650,2025-11-11 15:19:38,2025-11-11 15:22:33.860960,36,Qualification,Trade Show
OPP-3112,ACC-2079,REP-1006,Grass-roots holistic moratorium - Managed Services,Prospecting,PROD-005,8348.11,10,834.81,2026-01-03 15:22:33.861116,2025-11-11 15:19:05,2025-11-11 15:22:33.861452,36,,Trade Show
OPP-3113,ACC-2015,REP-1002,Re-contextualized responsive initiative - Ethernet,Qualification,PROD-003,18512.0,25,4628.0,2026-01-12 15:22:33.861820,2025-11-11 15:19:39,2025-11-11 15:22:33.862245,12,Prospecting,Partner
OPP-3114,ACC-2019,REP-1007,Grass-roots impactful attitude - Dark Fiber,Closed Won,PROD-002,179500.89,100,179500.89,2026-01-17 15:22:27.000000,2025-11-11 15:22:27,2025-11-11 15:22:33.862850,61,Negotiation,Website
OPP-3115,ACC-2068,REP-1003,Streamlined maximized policy - Managed Services,Closed Won,PROD-005,4745.11,100,4745.11,2026-01-21 15:22:09.000000,2025-11-11 15:22:09,2025-11-11 15:22:33.863394,51,Negotiation,Partner
OPP-3116,ACC-2040,REP-1005,Open-source real-time middleware - Ethernet,Qualification,PROD-003,11605.3,25,2901.33,2026-01-18 15:22:33.863621,2025-11-11 15:16:50,2025-11-11 15:22:33.863968,15,Prospecting,Website
OPP-3117,ACC-2055,REP-1007,Visionary motivating Graphic Interface - Ethernet,Closed Won,PROD-003,12854.32,100,12854.32,2026-02-10 15:18:21.000000,2025-11-11 15:18:21,2025-11-11 15:22:33.864525,37,Negotiation,Cold Call
OPP-3118,ACC-2021,REP-1007,Programmable impactful neural-net - Cloud Connect,Negotiation,PROD-004,31817.22,75,23862.91,2026-02-01 15:22:33.864688,2025-11-11 15:20:33,2025-11-11 15:22:33.865011,58,Proposal,Trade Show
OPP-3119,ACC-2018,REP-1003,Synergistic stable model - Cloud Connect,Proposal,PROD-004,19975.86,50,9987.93,2025-11-27 15:22:33.865172,2025-11-11 15:18:38,2025-11-11 15:22:33.865487,44,Qualification,Partner
OPP-3120,ACC-2093,REP-1006,Seamless eco-centric installation - Ethernet,Negotiation,PROD-003,13224.28,75,9918.21,2026-02-01 15:22:33.865652,2025-11-11 15:16:44,2025-11-11 15:22:33.865952,57,Proposal,Referral
OPP-3121,ACC-2002,REP-1001,Profound intermediate artificial intelligence - Cloud Connect,Qualification,PROD-004,55790.6,25,13947.65,2025-12-11 15:22:33.866105,2025-11-11 15:17:31,2025-11-11 15:22:33.866393,10,Prospecting,Cold Call
OPP-3122,ACC-2075,REP-1007,Re-engineered responsive encoding - Managed Services,Qualification,PROD-005,83801.17,25,20950.29,2026-01-31 15:22:33.866547,2025-11-11 15:16:39,2025-11-11 15:22:33.866845,25,Prospecting,Website
OPP-3123,ACC-2024,REP-1000,Multi-lateral coherent infrastructure - Cloud Connect,Qualification,PROD-004,32213.3,25,8053.32,2025-12-12 15:22:33.867032,2025-11-11 15:20:13,2025-11-11 15:22:33.867333,26,Prospecting,Trade Show
OPP-3124,ACC-2009,REP-1002,Compatible didactic portal - Ethernet,Negotiation,PROD-003,14769.74,75,11077.3,2026-01-09 15:22:33.867486,2025-11-11 15:17:21,2025-11-11 15:22:33.867780,56,Proposal,Trade Show
OPP-3125,ACC-2036,REP-1001,Balanced intangible framework - Ethernet,Closed Won,PROD-003,8492.21,100,8492.21,2026-01-17 15:17:53.000000,2025-11-11 15:17:53,2025-11-11 15:22:33.868356,48,Negotiation,Partner
OPP-3126,ACC-2047,REP-1007,Extended content-based help-desk - Fiber Internet,Proposal,PROD-001,14636.62,50,7318.31,2025-12-13 15:22:33.868565,2025-11-11 15:21:41,2025-11-11 15:22:33.868890,15,Qualification,Trade Show
OPP-3127,ACC-2062,REP-1003,Configurable explicit array - Dark Fiber,Proposal,PROD-002,272781.6,50,136390.8,2026-02-05 15:22:33.869068,2025-11-11 15:21:49,2025-11-11 15:22:33.869432,47,Qualification,Website
OPP-3128,ACC-2050,REP-1006,Centralized coherent workforce - Managed Services,Prospecting,PROD-005,62332.67,10,6233.27,2026-01-02 15:22:33.869598,2025-11-11 15:18:14,2025-11-11 15:22:33.869966,38,,Trade Show
OPP-3129,ACC-2009,REP-1006,Advanced content-based monitoring - Cloud Connect,Prospecting,PROD-004,83416.7,10,8341.67,2025-12-14 15:22:33.870129,2025-11-11 15:17:14,2025-11-11 15:22:33.870424,37,,Trade Show
OPP-3130,ACC-2072,REP-1002,Multi-layered well-modulated leverage - Fiber Internet,Prospecting,PROD-001,8873.62,10,887.36,2025-12-28 15:22:33.870574,2025-11-11 15:17:07,2025-11-11 15:22:33.870884,32,,Cold Call
OPP-3131,ACC-2074,REP-1002,Multi-layered motivating algorithm - Dark Fiber,Qualification,PROD-002,382084.55,25,95521.14,2025-12-31 15:22:33.871101,2025-11-11 15:22:31,2025-11-11 15:22:33.871413,10,Prospecting,Referral
OPP-3132,ACC-2017,REP-1004,Multi-lateral next generation matrix - Ethernet,Qualification,PROD-003,37845.28,25,9461.32,2026-01-29 15:22:33.871564,2025-11-11 15:18:30,2025-11-11 15:22:33.871855,42,Prospecting,Cold Call
OPP-3133,ACC-2062,REP-1006,Multi-tiered 24/7 projection - Managed Services,Negotiation,PROD-005,35906.62,75,26929.96,2025-12-30 15:22:33.872026,2025-11-11 15:22:14,2025-11-11 15:22:33.872323,41,Proposal,Trade Show
OPP-3134,ACC-2046,REP-1004,Triple-buffered mission-critical application - Fiber Internet,Qualification,PROD-001,47795.9,25,11948.97,2026-02-01 15:22:33.872479,2025-11-11 15:20:15,2025-11-11 15:22:33.872769,42,Prospecting,Trade Show
OPP-3135,ACC-2032,REP-1007,Streamlined dynamic toolset - Managed Services,Qualification,PROD-005,27286.38,25,6821.59,2026-01-02 15:22:33.872917,2025-11-11 15:21:39,2025-11-11 15:22:33.873219,37,Prospecting,Website
OPP-3136,ACC-2028,REP-1003,Assimilated contextually-based budgetary management - Dark Fiber,Qualification,PROD-002,291823.24,25,72955.81,2025-12-13 15:22:33.873368,2025-11-11 15:20:34,2025-11-11 15:22:33.873661,38,Prospecting,Partner
OPP-3137,ACC-2012,REP-1003,Advanced dynamic superstructure - Fiber Internet,Prospecting,PROD-001,7631.46,10,763.15,2026-01-20 15:22:33.873813,2025-11-11 15:17:32,2025-11-11 15:22:33.874131,15,,Cold Call
OPP-3138,ACC-2091,REP-1007,Multi-lateral 6thgeneration standardization - Dark Fiber,Prospecting,PROD-002,50582.1,10,5058.21,2026-01-17 15:22:33.874294,2025-11-11 15:22:22,2025-11-11 15:22:33.874608,16,,Website
OPP-3139,ACC-2096,REP-1003,Re-contextualized non-volatile artificial intelligence - Fiber Internet,Negotiation,PROD-001,13557.68,75,10168.26,2025-12-17 15:22:33.874770,2025-11-11 15:22:19,2025-11-11 15:22:33.875111,40,Proposal,Website
OPP-3140,ACC-2087,REP-1001,Digitized hybrid synergy - Managed Services,Negotiation,PROD-005,27615.81,75,20711.86,2025-12-21 15:22:33.875296,2025-11-11 15:20:46,2025-11-11 15:22:33.875615,47,Proposal,Referral
OPP-3141,ACC-2037,REP-1000,Cross-platform upward-trending hardware - Ethernet,Prospecting,PROD-003,25889.28,10,2588.93,2025-12-04 15:22:33.875773,2025-11-11 15:21:47,2025-11-11 15:22:33.876104,41,,Website
OPP-3142,ACC-2064,REP-1005,Synergized clear-thinking support - Ethernet,Proposal,PROD-003,28587.77,50,14293.88,2026-01-19 15:22:33.876275,2025-11-11 15:22:13,2025-11-11 15:22:33.876616,40,Qualification,Referral
OPP-3143,ACC-2048,REP-1003,Adaptive disintermediate ability - Managed Services,Prospecting,PROD-005,84575.17,10,8457.52,2025-12-31 15:22:33.876803,2025-11-11 15:20:34,2025-11-11 15:22:33.877269,28,,Website
OPP-3144,ACC-2023,REP-1001,Focused multi-tasking Internet solution - Managed Services,Proposal,PROD-005,5397.33,50,2698.67,2026-02-08 15:22:33.877457,2025-11-11 15:18:26,2025-11-11 15:22:33.877777,27,Qualification,Referral
OPP-3145,ACC-2092,REP-1006,Front-line asynchronous project - Managed Services,Qualification,PROD-005,7787.95,25,1946.99,2025-12-12 15:22:33.877951,2025-11-11 15:21:25,2025-11-11 15:22:33.878292,45,Prospecting,Cold Call
OPP-3146,ACC-2001,REP-1006,Reactive multi-tasking encoding - Ethernet,Negotiation,PROD-003,12370.98,75,9278.24,2026-01-13 15:22:33.878485,2025-11-11 15:17:14,2025-11-11 15:22:33.878800,56,Proposal,Referral
OPP-3147,ACC-2082,REP-1004,Cloned dynamic hierarchy - Managed Services,Proposal,PROD-005,9348.45,50,4674.22,2026-01-17 15:22:33.878960,2025-11-11 15:21:44,2025-11-11 15:22:33.879264,48,Qualification,Website
OPP-3148,ACC-2097,REP-1002,Devolved exuding paradigm - Cloud Connect,Negotiation,PROD-004,4309.44,75,3232.08,2026-01-08 15:22:33.879419,2025-11-11 15:22:31,2025-11-11 15:22:33.879733,34,Proposal,Referral
OPP-3149,ACC-2096,REP-1004,Polarized human-resource process improvement - Fiber Internet,Closed Lost,PROD-001,3058.02,0,0.0,2026-03-05 15:20:15.000000,2025-11-11 15:20:15,2025-11-11 15:22:33.880185,30,Closed Won,Website
OPP-3150,ACC-2026,REP-1006,Devolved scalable Local Area Network - Ethernet,Proposal,PROD-003,18086.57,50,9043.28,2026-01-13 15:22:33.880343,2025-11-11 15:18:53,2025-11-11 15:22:33.880663,17,Qualification,Cold Call
OPP-3151,ACC-2012,REP-1001,Decentralized foreground software - Fiber Internet,Proposal,PROD-001,7438.99,50,3719.49,2026-02-07 15:22:33.880821,2025-11-11 15:18:58,2025-11-11 15:22:33.881129,49,Qualification,Trade Show
OPP-3152,ACC-2064,REP-1007,Diverse background forecast - Ethernet,Qualification,PROD-003,7202.04,25,1800.51,2026-01-05 15:22:33.881284,2025-11-11 15:21:13,2025-11-11 15:22:33.881602,21,Prospecting,Referral
OPP-3153,ACC-2020,REP-1003,Realigned 4thgeneration utilization - Ethernet,Prospecting,PROD-003,3880.99,10,388.1,2026-01-11 15:22:33.881798,2025-11-11 15:20:26,2025-11-11 15:22:33.882135,19,,Referral
OPP-3154,ACC-2032,REP-1002,Centralized demand-driven open architecture - Dark Fiber,Prospecting,PROD-002,312069.88,10,31206.99,2026-01-14 15:22:33.882300,2025-11-11 15:18:37,2025-11-11 15:22:33.882632,25,,Cold Call
OPP-3155,ACC-2079,REP-1007,Balanced content-based moderator - Managed Services,Closed Won,PROD-005,38787.48,100,38787.48,2025-12-14 15:19:54.000000,2025-11-11 15:19:54,2025-11-11 15:22:33.883168,33,Negotiation,Partner
OPP-3156,ACC-2041,REP-1006,Streamlined content-based project - Fiber Internet,Negotiation,PROD-001,7762.5,75,5821.88,2025-12-04 15:22:33.883331,2025-11-11 15:20:32,2025-11-11 15:22:33.883671,53,Proposal,Partner
OPP-3157,ACC-2059,REP-1003,Exclusive context-sensitive success - Ethernet,Negotiation,PROD-003,34620.3,75,25965.22,2025-12-07 15:22:33.883849,2025-11-11 15:20:01,2025-11-11 15:22:33.884174,20,Proposal,Cold Call
OPP-3158,ACC-2054,REP-1000,Distributed human-resource artificial intelligence - Managed Services,Proposal,PROD-005,24562.91,50,12281.46,2026-01-12 15:22:33.884342,2025-11-11 15:16:48,2025-11-11 15:22:33.884692,22,Qualification,Cold Call
OPP-3159,ACC-2099,REP-1007,Customer-focused executive software - Fiber Internet,Prospecting,PROD-001,17986.32,10,1798.63,2025-12-19 15:22:33.884851,2025-11-11 15:19:06,2025-11-11 15:22:33.885164,21,,Cold Call
OPP-3160,ACC-2055,REP-1001,Organized interactive installation - Fiber Internet,Prospecting,PROD-001,66405.39,10,6640.54,2026-01-12 15:22:33.885334,2025-11-11 15:17:52,2025-11-11 15:22:33.885666,12,,Trade Show
OPP-3161,ACC-2010,REP-1005,Advanced tangible hub - Ethernet,Negotiation,PROD-003,15894.75,75,11921.06,2026-02-01 15:22:33.885827,2025-11-11 15:21:44,2025-11-11 15:22:33.886140,21,Proposal,Website
OPP-3162,ACC-2006,REP-1004,Synchronized reciprocal array - Ethernet,Qualification,PROD-003,7931.21,25,1982.8,2025-12-14 15:22:33.886302,2025-11-11 15:21:15,2025-11-11 15:22:33.886610,22,Prospecting,Cold Call
OPP-3163,ACC-2043,REP-1006,Assimilated full-range conglomeration - Ethernet,Proposal,PROD-003,12306.25,50,6153.12,2025-12-03 15:22:33.886772,2025-11-11 15:19:38,2025-11-11 15:22:33.887107,22,Qualification,Trade Show
OPP-3164,ACC-2073,REP-1006,Enterprise-wide responsive neural-net - Ethernet,Negotiation,PROD-003,46125.13,75,34593.85,2026-01-06 15:22:33.887276,2025-11-11 15:20:24,2025-11-11 15:22:33.887593,25,Proposal,Trade Show
OPP-3165,ACC-2050,REP-1007,Realigned non-volatile Graphical User Interface - Ethernet,Prospecting,PROD-003,20841.45,10,2084.14,2026-01-05 15:22:33.887752,2025-11-11 15:19:37,2025-11-11 15:22:33.888077,17,,Partner
OPP-3166,ACC-2051,REP-1000,Public-key disintermediate implementation - Dark Fiber,Closed Lost,PROD-002,84579.92,0,0.0,2025-12-31 15:17:05.000000,2025-11-11 15:17:05,2025-11-11 15:22:33.888564,44,Closed Won,Cold Call
OPP-3167,ACC-2016,REP-1005,Future-proofed empowering methodology - Dark Fiber,Proposal,PROD-002,93493.27,50,46746.64,2025-11-27 15:22:33.888720,2025-11-11 15:20:38,2025-11-11 15:22:33.889058,15,Qualification,Partner
OPP-3168,ACC-2023,REP-1003,Reverse-engineered bandwidth-monitored open system - Dark Fiber,Negotiation,PROD-002,67452.16,75,50589.12,2026-01-06 15:22:33.889231,2025-11-11 15:20:21,2025-11-11 15:22:33.889562,29,Proposal,Trade Show
OPP-3169,ACC-2035,REP-1006,Innovative upward-trending superstructure - Dark Fiber,Qualification,PROD-002,66359.7,25,16589.93,2026-01-16 15:22:33.889745,2025-11-11 15:17:15,2025-11-11 15:22:33.890090,22,Prospecting,Partner
OPP-3170,ACC-2060,REP-1001,Front-line 3rdgeneration database - Managed Services,Qualification,PROD-005,37899.04,25,9474.76,2026-01-10 15:22:33.890277,2025-11-11 15:21:50,2025-11-11 15:22:33.890623,10,Prospecting,Referral
OPP-3171,ACC-2042,REP-1001,Innovative contextually-based task-force - Cloud Connect,Negotiation,PROD-004,21386.29,75,16039.72,2026-01-17 15:22:33.890794,2025-11-11 15:22:10,2025-11-11 15:22:33.891138,50,Proposal,Website
OPP-3172,ACC-2011,REP-1004,Devolved disintermediate matrices - Managed Services,Qualification,PROD-005,69793.81,25,17448.45,2025-12-07 15:22:33.891301,2025-11-11 15:18:36,2025-11-11 15:22:33.891612,12,Prospecting,Trade Show
OPP-3173,ACC-2000,REP-1003,Distributed bandwidth-monitored system engine - Fiber Internet,Prospecting,PROD-001,41431.78,10,4143.18,2026-01-11 15:22:33.891777,2025-11-11 15:19:40,2025-11-11 15:22:33.892262,23,,Trade Show
OPP-3174,ACC-2001,REP-1007,Compatible dynamic access - Managed Services,Proposal,PROD-005,40521.84,50,20260.92,2026-01-27 15:22:33.892445,2025-11-11 15:18:35,2025-11-11 15:22:33.892770,33,Qualification,Trade Show
OPP-3175,ACC-2046,REP-1000,Streamlined bifurcated support - Cloud Connect,Qualification,PROD-004,20840.54,25,5210.13,2026-01-05 15:22:33.892938,2025-11-11 15:21:06,2025-11-11 15:22:33.893682,40,Prospecting,Trade Show
OPP-3176,ACC-2091,REP-1000,Innovative 24hour Internet solution - Managed Services,Closed Won,PROD-005,26659.62,100,26659.62,2026-02-21 15:17:16.000000,2025-11-11 15:17:16,2025-11-11 15:22:33.894309,42,Negotiation,Referral
OPP-3177,ACC-2098,REP-1002,Configurable regional challenge - Dark Fiber,Qualification,PROD-002,82404.46,25,20601.11,2025-12-01 15:22:33.894494,2025-11-11 15:17:05,2025-11-11 15:22:33.894830,20,Prospecting,Cold Call
OPP-3178,ACC-2009,REP-1000,Multi-lateral maximized analyzer - Managed Services,Negotiation,PROD-005,133486.51,75,100114.88,2026-01-21 15:22:33.895186,2025-11-11 15:21:11,2025-11-11 15:22:33.895522,52,Proposal,Cold Call
OPP-3179,ACC-2009,REP-1002,Reduced didactic process improvement - Ethernet,Qualification,PROD-003,10609.83,25,2652.46,2026-01-28 15:22:33.895730,2025-11-11 15:20:38,2025-11-11 15:22:33.896128,39,Prospecting,Partner
OPP-3180,ACC-2084,REP-1003,Multi-channeled leadingedge task-force - Dark Fiber,Negotiation,PROD-002,149916.81,75,112437.61,2026-01-08 15:22:33.896317,2025-11-11 15:19:29,2025-11-11 15:22:33.896774,59,Proposal,Cold Call
OPP-3181,ACC-2097,REP-1005,Organic stable info-mediaries - Cloud Connect,Proposal,PROD-004,20457.7,50,10228.85,2025-12-03 15:22:33.896961,2025-11-11 15:20:39,2025-11-11 15:22:33.897435,46,Qualification,Partner
OPP-3182,ACC-2032,REP-1007,Enterprise-wide content-based open system - Ethernet,Closed Won,PROD-003,7543.2,100,7543.2,2026-02-08 15:20:52.000000,2025-11-11 15:20:52,2025-11-11 15:22:33.898255,36,Negotiation,Website
OPP-3183,ACC-2021,REP-1006,Organized regional customer loyalty - Fiber Internet,Prospecting,PROD-001,12645.65,10,1264.56,2025-11-26 15:22:33.898479,2025-11-11 15:20:34,2025-11-11 15:22:33.898823,44,,Trade Show
OPP-3184,ACC-2020,REP-1000,Vision-oriented full-range Internet solution - Fiber Internet,Qualification,PROD-001,3589.15,25,897.29,2026-02-06 15:22:33.899061,2025-11-11 15:21:53,2025-11-11 15:22:33.899583,41,Prospecting,Referral
OPP-3185,ACC-2041,REP-1003,Secured static ability - Cloud Connect,Proposal,PROD-004,10217.16,50,5108.58,2025-12-02 15:22:33.899766,2025-11-11 15:20:00,2025-11-11 15:22:33.900102,38,Qualification,Trade Show
OPP-3186,ACC-2087,REP-1000,Ergonomic needs-based emulation - Managed Services,Qualification,PROD-005,12374.77,25,3093.69,2026-01-12 15:22:33.900275,2025-11-11 15:22:20,2025-11-11 15:22:33.900612,36,Prospecting,Website
OPP-3187,ACC-2039,REP-1002,Sharable mission-critical support - Ethernet,Prospecting,PROD-003,46124.77,10,4612.48,2026-02-04 15:22:33.900780,2025-11-11 15:19:38,2025-11-11 15:22:33.901116,30,,Referral
OPP-3188,ACC-2010,REP-1006,Robust maximized installation - Dark Fiber,Qualification,PROD-002,178432.22,25,44608.05,2026-01-05 15:22:33.901282,2025-11-11 15:20:45,2025-11-11 15:22:33.901645,10,Prospecting,Referral
OPP-3189,ACC-2064,REP-1007,Reactive attitude-oriented support - Dark Fiber,Qualification,PROD-002,234763.12,25,58690.78,2026-01-13 15:22:33.901954,2025-11-11 15:19:09,2025-11-11 15:22:33.902297,36,Prospecting,Partner
OPP-3190,ACC-2038,REP-1002,Horizontal incremental productivity - Ethernet,Qualification,PROD-003,17919.87,25,4479.97,2026-01-21 15:22:33.902480,2025-11-11 15:22:16,2025-11-11 15:22:33.902820,22,Prospecting,Partner
OPP-3191,ACC-2074,REP-1005,Seamless systematic hub - Dark Fiber,Proposal,PROD-002,192835.02,50,96417.51,2025-12-04 15:22:33.903009,2025-11-11 15:21:26,2025-11-11 15:22:33.903371,36,Qualification,Trade Show
OPP-3192,ACC-2064,REP-1003,Profound system-worthy parallelism - Cloud Connect,Closed Lost,PROD-004,12212.76,0,0.0,2025-12-15 15:21:37.000000,2025-11-11 15:21:37,2025-11-11 15:22:33.903893,36,Closed Won,Partner
OPP-3193,ACC-2038,REP-1004,Automated optimal middleware - Fiber Internet,Qualification,PROD-001,24263.18,25,6065.8,2025-12-13 15:22:33.904191,2025-11-11 15:19:19,2025-11-11 15:22:33.904740,36,Prospecting,Trade Show
OPP-3194,ACC-2071,REP-1003,Networked zero tolerance migration - Ethernet,Qualification,PROD-003,4371.48,25,1092.87,2025-12-25 15:22:33.904933,2025-11-11 15:21:25,2025-11-11 15:22:33.905281,33,Prospecting,Cold Call
OPP-3195,ACC-2042,REP-1002,Re-engineered modular definition - Ethernet,Prospecting,PROD-003,6246.25,10,624.62,2025-12-26 15:22:33.905457,2025-11-11 15:21:15,2025-11-11 15:22:33.905941,8,,Referral
OPP-3196,ACC-2093,REP-1007,Switchable local application - Dark Fiber,Qualification,PROD-002,37162.79,25,9290.7,2026-01-31 15:22:33.906136,2025-11-11 15:17:01,2025-11-11 15:22:33.906541,26,Prospecting,Partner
OPP-3197,ACC-2082,REP-1006,Visionary coherent matrix - Ethernet,Closed Lost,PROD-003,32736.77,0,0.0,2026-02-06 15:19:52.000000,2025-11-11 15:19:52,2025-11-11 15:22:33.907196,30,Closed Won,Referral
OPP-3198,ACC-2094,REP-1003,Exclusive full-range system engine - Dark Fiber,Prospecting,PROD-002,39630.45,10,3963.05,2025-12-11 15:22:33.907422,2025-11-11 15:17:02,2025-11-11 15:22:33.907785,43,,Trade Show
OPP-3199,ACC-2010,REP-1006,User-centric 3rdgeneration solution - Ethernet,Qualification,PROD-003,46269.54,25,11567.39,2025-12-01 15:22:33.907976,2025-11-11 15:21:36,2025-11-11 15:22:33.908332,32,Prospecting,Partner
